"npi","nb_article","annee"
"'coffee', 'energy drinks', 'muscle stretching exercises', 'taurine', 'aerobic exercise'","1.0","2017.0"
"'diet', 'dietary carbohydrates', 'fatty acids, essential', 'endurance training', 'carnitine'","1.0","2017.0"
"'beverages', 'dietary carbohydrates'","1.0","2017.0"
"'hops'","1.0","2017.0"
"'dietary supplement', 'beetroot juice', 'nitrate supplementation'","1.0","2017.0"
"'muscle stretching exercises', 'therapeutic game', 'social interactions', 'exergaming'","1.0","2017.0"
"'physiotherapy', 'walking'","1.0","2017.0"
"'muscle stretching exercises', 'walking'","1.0","2017.0"
"'phytotherapy', 'pomegranate'","1.0","2017.0"
"'dietary carbohydrates', 'endurance training', 'resistance training'","1.0","2017.0"
"'applied kinesiology', 'walking'","1.0","2017.0"
"'resistance training', 'aerobic exercise'","1.0","2017.0"
"'vestibular rehabilitation'","1.0","2017.0"
"'amino acids', 'vitamin c', 'dietary supplement', 'exercise interventions'","1.0","2017.0"
"'endurance training', 'transcranial direct current stimulation'","1.0","2017.0"
"'endurance training', 'transcutaneous electric nerve stimulation', 'electric stimulation therapy'","1.0","2017.0"
"'dietary supplement', 'beta-alanine'","1.0","2017.0"
"'beetroot juice', 'diet'","1.0","2017.0"
"'dietary supplement', 'fruit and vegetable juices', 'beetroot juice', 'nitrate supplementation'","1.0","2017.0"
"'plyometric exercise', 'resistance training', 'weight lifting'","1.0","2017.0"
"'muscle stretching exercises', 'exercise interventions', 'water exercise interventions'","1.0","2017.0"
"'physiotherapy', 'exercise interventions'","1.0","2017.0"
"'muscle stretching exercises', 'alcoholic beverages'","1.0","2017.0"
"'coffee', 'melatonin'","1.0","2017.0"
"'breathing exercises', 'endurance training'","1.0","2017.0"
"'endurance training', 'sodium bicarbonate'","1.0","2017.0"
"'fasting', 'walking'","1.0","2017.0"
"'beverages', 'dietary sodium', 'diet'","1.0","2017.0"
"'coffee', 'dietary carbohydrates'","1.0","2017.0"
"'diet', 'dietary carbohydrates', 'health education', 'energy drinks'","1.0","2017.0"
"'compression bandages', 'compression garments', 'heart rate variability biofeedback'","1.0","2017.0"
"'dietary supplement', 'endurance training', 'nitrate supplementation'","1.0","2017.0"
"'melatonin'","1.0","2017.0"
"'coffee', 'dietary supplement', 'endurance training', 'walking', 'wheat'","1.0","2017.0"
"'kinesio tapes'","1.0","2017.0"
"'video-based education'","1.0","2017.0"
"'dietary carbohydrates', 'dietary fats', 'milk'","1.0","2017.0"
"'vitamin d', 'wave therapy', 'shock wave therapy'","1.0","2017.0"
"'shock wave therapy', 'physiotherapy', 'wave therapy'","1.0","2017.0"
"'diet', 'health education', 'muscle stretching exercises', 'massage', 'food'","1.0","2017.0"
"'alcoholic beverages', 'muscle stretching exercises', 'creatine'","1.0","2017.0"
"'dietary supplement', 'endurance training', 'resistance training', 'diet', 'vitamin c', 'folic acid', 'creatine', 'arginine', 'niacin', 'fasting', 'citrus aurantium', 'beta-alanine', 'coffee', 'vitamin b 12'","1.0","2017.0"
"'massage', 'muscle stretching exercises', 'physiotherapy'","1.0","2017.0"
"'acoustic stimulation', 'melatonin'","1.0","2017.0"
"'high-intensity interval training', 'endurance training', 'muscle stretching exercises'","1.0","2017.0"
"'resistance training', 'health education', 'aerobic exercise'","1.0","2017.0"
"'aerobic exercise', 'exercise interventions'","1.0","2017.0"
"'probiotics'","1.0","2017.0"
"'serious game'","1.0","2017.0"
"'physiotherapy', 'video-based education'","1.0","2017.0"
"'beverages', 'dietary carbohydrates', 'isomaltulose'","1.0","2017.0"
"'thermalism'","1.0","2017.0"
"'plyometric exercise', 'physiotherapy'","1.0","2017.0"
"'food', 'endurance training', 'muscle stretching exercises', 'resistance training'","1.0","2017.0"
"'beverages', 'coffee'","1.0","2017.0"
"'dietary supplement', 'creatine', 'sodium bicarbonate', 'beta-alanine', 'coffee'","1.0","2017.0"
"'dietary supplement', 'resistance training', 'weight lifting', 'amino acids'","1.0","2017.0"
"'coffee', 'taurine'","1.0","2017.0"
"'dance therapy'","1.0","2017.0"
"'branched-chain amino acids', 'dietary supplement', 'amino acids', 'leucine'","1.0","2017.0"
"'catechin', 'arginine'","1.0","2017.0"
"'camellia sinensis', 'nuts', 'phytotherapy', 'green tea', 'tea', 'milk', 'chocolate', 'polyphenols'","1.0","2017.0"
"'phototherapy'","1.0","2017.0"
"'camellia sinensis', 'dietary supplement', 'phytotherapy', 'green tea', 'creatine', 'tea', 'fasting', 'flavonoids', 'hibiscus', 'polyphenols'","1.0","2017.0"
"'endurance training', 'ice ingestion'","1.0","2017.0"
"'dietary supplement', 'endurance training'","1.0","2017.0"
"'endurance training', 'fasting'","1.0","2017.0"
"'eicosapentaenoic acid', 'fatty acids, omega-3', 'fish oils', 'docosahexaenoic acid'","1.0","2017.0"
"'cognitive behavioral therapy', 'physiotherapy', 'aerobic exercise'","1.0","2017.0"
"'coffee', 'carnitine', 'dietary fats', 'dietary supplement', 'ginseng', 'endurance training', 'phytotherapy', 'taurine', 'isoflavones', 'green tea', 'tea', 'garcinia', 'capsaicin'","1.0","2017.0"
"'thermalism', 'creatine', 'baths', 'compression garments', 'cold-water immersion'","1.0","2017.0"
"'sodium bicarbonate'","1.0","2017.0"
"'dietary supplement', 'sodium bicarbonate'","1.0","2017.0"
"'endurance training', 'walking'","1.0","2017.0"
"'dietary supplement', 'endurance training', 'resistance training'","1.0","2017.0"
"'gluten-free diet', 'health education', 'diet', 'wheat', 'food'","1.0","2017.0"
"'coffee', 'energy drinks', 'endurance training', 'taurine'","1.0","2017.0"
"'vitamin d', 'calcium', 'body image', 'non pharmacological interventions'","1.0","2017.0"
"'psychotherapy', 'muscle stretching exercises'","1.0","2017.0"
"'creatine', 'aerobic exercise'","1.0","2017.0"
"'resistance training', 'creatine'","1.0","2017.0"
"'psychotherapy'","1.0","2017.0"
"'plyometric exercise'","1.0","2017.0"
"'beta-alanine'","1.0","2017.0"
"'creatine', 'dietary supplement', 'endurance training'","1.0","2017.0"
"'endurance training', 'compression stocking'","1.0","2017.0"
"'diet', 'beverages', 'coffee'","1.0","2017.0"
"'aerobic exercise', 'high-intensity interval training'","1.0","2017.0"
"'beverages', 'food'","1.0","2017.0"
"'fruit and vegetable juices', 'high-intensity interval training', 'beetroot juice', 'nitrate supplementation'","1.0","2017.0"
"'muscle stretching exercises'","34.0","2018.0"
"'endurance training'","28.0","2018.0"
"'resistance training'","16.0","2018.0"
"'physiotherapy'","9.0","2018.0"
"'aerobic exercise'","8.0","2018.0"
"'endurance training', 'resistance training'","7.0","2018.0"
"'plyometric exercise'","6.0","2018.0"
"'health education'","6.0","2018.0"
"'high-intensity interval training'","6.0","2018.0"
"'heart rate variability biofeedback'","5.0","2018.0"
"'coffee'","5.0","2018.0"
"'dietary supplement'","5.0","2018.0"
"'facilitator to screening'","4.0","2018.0"
"'compression stocking', 'compression garments'","4.0","2018.0"
"'plyometric exercise', 'resistance training'","4.0","2018.0"
"'cryotherapy'","4.0","2018.0"
"'health education', 'muscle stretching exercises'","3.0","2018.0"
"'diet'","3.0","2018.0"
"'high-intensity interval training', 'endurance training'","3.0","2018.0"
"'physiotherapy', 'resistance training'","3.0","2018.0"
"'high-intensity interval training', 'muscle stretching exercises'","2.0","2018.0"
"'endurance training', 'creatine'","2.0","2018.0"
"'carbohydrate-restricted diet', 'dietary carbohydrates', 'endurance training'","2.0","2018.0"
"'melatonin'","2.0","2018.0"
"'diet', 'food'","2.0","2018.0"
"'high-intensity interval training', 'exercise interventions'","2.0","2018.0"
"'coffee', 'plyometric exercise'","2.0","2018.0"
"'weight lifting'","2.0","2018.0"
"'electric stimulation therapy'","2.0","2018.0"
"'massage'","2.0","2018.0"
"'counseling'","2.0","2018.0"
"'breathing exercises'","2.0","2018.0"
"'prehabilitation'","2.0","2018.0"
"'muscle stretching exercises', 'walking'","2.0","2018.0"
"'wrestling'","2.0","2018.0"
"'muscle stretching exercises', 'kinesio tapes'","2.0","2018.0"
"'cold-water immersion'","2.0","2018.0"
"'phototherapy', 'photobiomodulation', 'low-level laser therapy'","2.0","2018.0"
"'coffee', 'endurance training'","2.0","2018.0"
"'endurance training', 'aerobic exercise'","2.0","2018.0"
"'mountaineering'","2.0","2018.0"
"'endurance training', 'muscle stretching exercises'","2.0","2018.0"
"'beverages', 'dietary carbohydrates'","2.0","2018.0"
"'vitamin d3', 'dietary supplement', 'vitamin d'","2.0","2018.0"
"'dance therapy', 'kinesio tapes'","1.0","2018.0"
"'dietary carbohydrates', 'creatine'","1.0","2018.0"
"'ice ingestion'","1.0","2018.0"
"'transcranial magnetic stimulation'","1.0","2018.0"
"'creatine', 'cryotherapy', 'cold-water immersion'","1.0","2018.0"
"'coffee', 'dietary supplement', 'endurance training'","1.0","2018.0"
"'diet', 'beverages', 'food', 'aerobic exercise'","1.0","2018.0"
"'pneumatic compression'","1.0","2018.0"
"'high-intensity interval training', 'resistance training'","1.0","2018.0"
"'behavior therapy'","1.0","2018.0"
"'massage', 'creatine', 'cold-water immersion'","1.0","2018.0"
"'dietary supplement', 'high-intensity interval training', 'diet', 'creatine', 'beetroot juice', 'nitrate supplementation'","1.0","2018.0"
"'diet', 'milk', 'creatine'","1.0","2018.0"
"'dietary supplement', 'food', 'phytotherapy', 'pomegranate', 'creatine', 'polyphenols', 'pomegranate juice'","1.0","2018.0"
"'diet', 'dietary supplement', 'resistance training', 'amino acids'","1.0","2018.0"
"'dance therapy'","1.0","2018.0"
"'endurance training', 'resistance training', 'protein supplementation'","1.0","2018.0"
"'high-intensity interval training', 'melatonin'","1.0","2018.0"
"'endurance training', 'high-intensity interval training'","1.0","2018.0"
"'diet', 'resistance training'","1.0","2018.0"
"'arginine', 'dietary supplement', 'resistance training'","1.0","2018.0"
"'dietary carbohydrates', 'dietary supplement'","1.0","2018.0"
"'coffee', 'diet', 'dietary carbohydrates'","1.0","2018.0"
"'dietary supplement', 'poultry'","1.0","2018.0"
"'music therapy'","1.0","2018.0"
"'dietary supplement', 'wrestling', 'sodium bicarbonate'","1.0","2018.0"
"'plants'","1.0","2018.0"
"'diet', 'dietary carbohydrates'","1.0","2018.0"
"'zinc sulfate', 'aerobic exercise'","1.0","2018.0"
"'phototherapy', 'photobiomodulation'","1.0","2018.0"
"'dietary supplement', 'aerobic exercise'","1.0","2018.0"
"'endurance training', 'ice ingestion'","1.0","2018.0"
"'applied kinesiology'","1.0","2018.0"
"'food'","1.0","2018.0"
"'dietary carbohydrates', 'dietary fats', 'fatty acids, monounsaturated', 'endurance training', 'food'","1.0","2018.0"
"'amino acids', 'coffee', 'creatine', 'dietary supplement', 'endurance training', 'resistance training', 'beta-alanine'","1.0","2018.0"
"'physiotherapy', 'vestibular rehabilitation'","1.0","2018.0"
"'beverages', 'wrestling', 'diet'","1.0","2018.0"
"'endurance training', 'walking', 'aerobic exercise', 'pulmonary rehabilitation'","1.0","2018.0"
"'muscle stretching exercises', 'manual therapy'","1.0","2018.0"
"'endurance training', 'heart rate variability biofeedback'","1.0","2018.0"
"'dietary carbohydrates', 'endurance training', 'aerobic exercise'","1.0","2018.0"
"'dietary supplement', 'coenzyme q10', 'creatine'","1.0","2018.0"
"'beverages', 'aerobic exercise'","1.0","2018.0"
"'high-intensity interval training', 'endurance training', 'resistance training'","1.0","2018.0"
"'coffee', 'dietary carbohydrates', 'dietary supplement', 'diet', 'endurance training', 'food'","1.0","2018.0"
"'dietary supplement', 'creatine', 'milk', 'protein supplementation'","1.0","2018.0"
"'high-intensity interval training', 'endurance training', 'muscle stretching exercises', 'resistance training'","1.0","2018.0"
"'acupuncture', 'massage', 'creatine'","1.0","2018.0"
"'acupuncture'","1.0","2018.0"
"'astragalus plant', 'coffee', 'mushrooms', 'dietary supplement', 'ginger', 'ginkgo', 'ginseng', 'phytotherapy', 'plants, medicinal', 'green tea', 'tea', 'plants', 'cordyceps', 'cordyceps sinensis', 'polyphenols'","1.0","2018.0"
"'dietary supplement', 'acetylcysteine'","1.0","2018.0"
"'endurance training', 'resistance training', 'rice'","1.0","2018.0"
"'resistance training', 'weight lifting'","1.0","2018.0"
"'beverages', 'coffee', 'dietary supplement', 'endurance training', 'aerobic exercise'","1.0","2018.0"
"'mobile applications', 'muscle stretching exercises', 'smartphone'","1.0","2018.0"
"'ehealth device'","1.0","2018.0"
"'cryotherapy', 'antioxidant supplementation'","1.0","2018.0"
"'diet', 'dietary supplement', 'ginseng', 'amino acids', 'branched-chain amino acids', 'ginkgo', 'polyphenols', 'dietary carbohydrates', 'coffee'","1.0","2018.0"
"'endurance training', 'resistance training', 'cold-water immersion'","1.0","2018.0"
"'dietary carbohydrates'","1.0","2018.0"
"'dietary supplement', 'fatty acids, omega-3', 'fish oils', 'endurance training', 'resistance training'","1.0","2018.0"
"'dietary supplement', 'diet', 'antioxidant supplementation'","1.0","2018.0"
"'compression stocking'","1.0","2018.0"
"'physiotherapy', 'muscle stretching exercises', 'massage'","1.0","2018.0"
"'dietary supplement', 'beta-alanine'","1.0","2018.0"
"'diet', 'endurance training'","1.0","2018.0"
"'endurance training', 'beverages'","1.0","2018.0"
"'low-calorie diet', 'diet', 'iron'","1.0","2018.0"
"'dance therapy', 'muscle stretching exercises', 'exercise interventions'","1.0","2018.0"
"'ketogenic diet', 'resistance training', 'diet'","1.0","2018.0"
"'diet', 'beverages', 'wrestling'","1.0","2018.0"
"'dietary supplement', 'nitrate supplementation'","1.0","2018.0"
"'body image', 'diet', 'weight lifting'","1.0","2018.0"
"'creatine'","1.0","2018.0"
"'endurance training', 'beta-alanine'","1.0","2018.0"
"'video-based education'","1.0","2018.0"
"'creatine', 'dietary supplement', 'resistance training'","1.0","2018.0"
"'coffee', 'chewing gum', 'energy drinks', 'aerobic exercise', 'resistance training'","1.0","2018.0"
"'dietary supplement', 'capsaicin'","1.0","2018.0"
"'glutamine', 'creatine'","1.0","2018.0"
"'transcranial direct current stimulation'","1.0","2018.0"
"'resistance training', 'resisted sled training'","1.0","2018.0"
"'endurance training', 'transcranial magnetic stimulation'","1.0","2018.0"
"'dietary supplement', 'leucine'","1.0","2018.0"
"'taurine', 'amino acids'","1.0","2018.0"
"'creatine', 'dietary supplement'","1.0","2018.0"
"'continuous passive movement therapy', 'muscle stretching exercises'","1.0","2018.0"
"'dietary supplement', 'high-intensity interval training', 'nitrate supplementation'","1.0","2018.0"
"'dietary supplement', 'fruit and vegetable juices', 'high-intensity interval training', 'creatine', 'beetroot juice'","1.0","2018.0"
"'diet', 'heart rate variability biofeedback'","1.0","2018.0"
"'kinesio tapes'","1.0","2018.0"
"'phototherapy', 'endurance training', 'aerobic exercise', 'photobiomodulation', 'low-level laser therapy'","1.0","2018.0"
"'muscle stretching exercises', 'resistance training', 'physiotherapy'","1.0","2018.0"
"'dietary supplement', 'creatine', 'protein supplementation'","1.0","2018.0"
"'muscle stretching exercises', 'resistance training', 'walking'","1.0","2018.0"
"'low-calorie diet', 'dietary supplement', 'amino acids'","1.0","2018.0"
"'dietary carbohydrates', 'endurance training', 'diet'","1.0","2018.0"
"'psychotherapy', 'physiotherapy', 'psychosocial intervention'","1.0","2018.0"
"'endurance training', 'health education', 'walking'","1.0","2018.0"
"'dietary supplement', 'fatty acids, omega-3', 'fish oils', 'eicosapentaenoic acid', 'docosahexaenoic acid'","1.0","2018.0"
"'dietary supplement', 'probiotics', 'vitamin d', 'creatine', 'tart cherry juice', 'cherry juice', 'curcuma'","1.0","2018.0"
"'endurance training', 'probiotics', 'creatine', 'aerobic exercise', 'vegetables', 'lactobacillus plantarum'","1.0","2018.0"
"'endurance training', 'diet'","1.0","2018.0"
"'massage', 'physiotherapy'","1.0","2018.0"
"'dietary supplement', 'beetroot concentrate'","1.0","2018.0"
"'vitamin d'","1.0","2018.0"
"'dietary supplement', 'fruit and vegetable juices', 'tart cherry juice', 'cherry juice'","1.0","2018.0"
"'coffee', 'dietary carbohydrates', 'high-intensity interval training', 'endurance training'","1.0","2018.0"
"'walking'","1.0","2018.0"
"'muscle stretching exercises', 'chiropractic manipulation', 'manual therapy'","1.0","2018.0"
"'amino acids', 'dietary supplement', 'arginine', 'glutamine', 'taurine', 'leucine', 'beta-alanine'","1.0","2018.0"
"'dietary carbohydrates', 'fasting', 'endurance training'","1.0","2018.0"
"'dietary carbohydrates', 'dietary fats', 'diet', 'ketogenic diet', 'endurance training', 'carnitine'","1.0","2018.0"
"'ketogenic diet', 'dietary carbohydrates', 'dietary supplement', 'endurance training', 'diet'","1.0","2018.0"
"'dietary carbohydrates', 'beverages'","1.0","2018.0"
"'ketogenic diet', 'dietary carbohydrates', 'endurance training', 'diet', 'fasting'","1.0","2018.0"
"'health education', 'aerobic exercise'","1.0","2018.0"
"'endurance training', 'phytotherapy', 'plants, medicinal', 'walking', 'rhodiola rosea'","1.0","2018.0"
"'muscle stretching exercises', 'resistance training'","1.0","2018.0"
"'dietary supplement', 'fruit and vegetable juices', 'beetroot juice', 'nitrate supplementation'","1.0","2018.0"
"'plyometric exercise', 'resistance training', 'weight lifting'","1.0","2018.0"
"'fruit and vegetable juices', 'high-intensity interval training', 'aerobic exercise', 'beetroot juice'","1.0","2018.0"
"'exercise movement techniques', 'muscle stretching exercises'","1.0","2018.0"
"'dietary supplement', 'endurance training', 'whey proteins', 'diet', 'protein supplementation'","1.0","2018.0"
"'dietary carbohydrates', 'fasting'","1.0","2018.0"
"'muscle stretching exercises', 'infant formula'","1.0","2018.0"
"'electric stimulation therapy', 'high-intensity interval training', 'endurance training', 'resistance training', 'pulmonary rehabilitation'","1.0","2018.0"
"'fruit and vegetable juices', 'oxylipins', 'resistance training', 'diet', 'isoprostanes', 'eicosapentaenoic acid', 'polyphenols', 'citrus juice'","1.0","2018.0"
"'dietary supplement', 'endurance training', 'diet', 'nitrate supplementation'","1.0","2018.0"
"'dietary supplement', 'food'","1.0","2018.0"
"'agaricus', 'dietary supplement', 'resistance training', 'mushrooms'","1.0","2018.0"
"'high-intensity interval training', 'cold-water immersion'","1.0","2018.0"
"'hypnosis', 'self-hypnosis'","1.0","2018.0"
"'muscle stretching exercises', 'aerobic exercise'","1.0","2018.0"
"'dietary supplement', 'chinese herbal drugs', 'endurance training', 'aerobic exercise', 'traditional chinese medicine', 'astragalus membranaceus', 'iron', 'angelica sinensis'","1.0","2018.0"
"'dietary supplement', 'endurance training', 'vitamin d', 'vitamin d3', 'iron'","1.0","2018.0"
"'resistance training', 'plyometric exercise'","1.0","2018.0"
"'massage', 'manual therapy'","1.0","2018.0"
"'exercise movement techniques', 'endurance training', 'resistance training', 'pilates'","1.0","2018.0"
"'glucose polymer solution'","1.0","2018.0"
"'endurance training', 'resistance training', 'weight lifting'","1.0","2018.0"
"'endurance training', 'sodium bicarbonate'","1.0","2018.0"
"'dietary supplement', 'diet'","1.0","2018.0"
"'dietary supplement', 'endurance training', 'taurine'","1.0","2018.0"
"'cryotherapy', 'diet'","1.0","2018.0"
"'vitamin d', 'calcium'","1.0","2018.0"
"'compression garments'","1.0","2018.0"
"'endurance training', 'polyphenols', 'yerba mate'","1.0","2018.0"
"'dietary supplement', 'energy drinks', 'diet', 'fruit', 'carotenoids'","1.0","2018.0"
"'phototherapy', 'low-level laser therapy'","1.0","2018.0"
"'vestibular rehabilitation'","1.0","2018.0"
"'dietary supplement', 'fruit and vegetable juices', 'beetroot juice'","1.0","2018.0"
"'arginine'","1.0","2018.0"
"'mediterranean diet', 'high-intensity interval training', 'diet', 'aerobic exercise'","1.0","2018.0"
"'aerobic exercise', 'exercise interventions'","1.0","2018.0"
"'mindfulness', 'muscle stretching exercises', 'aerobic exercise'","1.0","2018.0"
"'probiotics'","1.0","2018.0"
"'phototherapy', 'endurance training', 'low-level laser therapy'","1.0","2018.0"
"'beverages', 'endurance training', 'ice ingestion'","1.0","2018.0"
"'dance therapy', 'muscle stretching exercises'","1.0","2018.0"
"'dietary supplement', 'whey proteins', 'creatine', 'bovine colostrum'","1.0","2018.0"
"'cognitive behavioral therapy', 'muscle stretching exercises'","1.0","2018.0"
"'muscle stretching exercises', 'fasting', 'walking'","1.0","2018.0"
"'beverages', 'ice ingestion', 'cold-water immersion'","1.0","2018.0"
"'dietary supplement', 'resistance training'","1.0","2018.0"
"'physiotherapy', 'exercise interventions'","1.0","2018.0"
"'dietary carbohydrates', 'dietary fats', 'endurance training', 'diet'","1.0","2018.0"
"'chocolate', 'polyphenols'","1.0","2018.0"
"'dietary supplement', 'vegetables', 'beetroot juice', 'nitrate supplementation'","1.0","2018.0"
"'vitamin d', 'calcium', 'vitamins'","1.0","2018.0"
"'beverages', 'dietary carbohydrates', 'endurance training', 'creatine', 'dietary supplement'","1.0","2018.0"
"'carnitine', 'dietary carbohydrates', 'dietary supplement', 'high-intensity interval training', 'creatine'","1.0","2018.0"
"'fruit and vegetable juices', 'beetroot juice'","1.0","2018.0"
"'behavior therapy', 'breathing exercises', 'muscle stretching exercises', 'pulmonary rehabilitation'","1.0","2018.0"
"'dietary supplement', 'resistance training', 'weight lifting'","1.0","2018.0"
"'diet', 'dietary supplement'","1.0","2018.0"
"'dietary supplement', 'whey proteins', 'protein supplementation'","1.0","2018.0"
"'dietary supplement', 'magnesium', 'endurance training', 'calcium', 'minerals', 'sodium bicarbonate'","1.0","2018.0"
"'endurance training', 'psychological interventions'","1.0","2018.0"
"'fruit', 'endurance training', 'phytotherapy', 'resistance training', 'diet', 'garcinia'","1.0","2018.0"
"'health education', 'endurance training', 'shoulder exercises'","1.0","2018.0"
"'diet', 'fasting'","1.0","2018.0"
"'creatine', 'cold-water immersion'","1.0","2018.0"
"'exercise interventions', 'aerobic exercise', 'resistance training'","1.0","2018.0"
"'beverages', 'endurance training', 'diet'","1.0","2018.0"
"'vitamin d', 'high-intensity interval training'","1.0","2018.0"
"'exercise interventions'","1.0","2018.0"
"'muscle stretching exercises'","31.0","2010.0"
"'endurance training'","28.0","2010.0"
"'endurance training', 'muscle stretching exercises'","9.0","2010.0"
"'resistance training'","8.0","2010.0"
"'muscle stretching exercises', 'resistance training'","7.0","2010.0"
"'beverages', 'endurance training'","5.0","2010.0"
"'endurance training', 'resistance training'","5.0","2010.0"
"'health education'","5.0","2010.0"
"'endurance training', 'muscle stretching exercises', 'resistance training'","4.0","2010.0"
"'aerobic exercise'","3.0","2010.0"
"'walking'","3.0","2010.0"
"'physiotherapy'","3.0","2010.0"
"'beverages'","3.0","2010.0"
"'muscle stretching exercises', 'aerobic exercise'","3.0","2010.0"
"'high-intensity interval training'","2.0","2010.0"
"'endurance training', 'aerobic exercise'","2.0","2010.0"
"'beverages', 'dietary carbohydrates'","2.0","2010.0"
"'dietary carbohydrates', 'endurance training'","2.0","2010.0"
"'dietary carbohydrates'","2.0","2010.0"
"'sodium bicarbonate'","2.0","2010.0"
"'electric stimulation therapy'","2.0","2010.0"
"'endurance training', 'arginine'","2.0","2010.0"
"'beverages', 'dietary carbohydrates', 'dietary supplement', 'endurance training'","2.0","2010.0"
"'muscle stretching exercises', 'physiotherapy', 'walking'","2.0","2010.0"
"'breathing exercises', 'endurance training'","2.0","2010.0"
"'physiotherapy', 'muscle stretching exercises'","2.0","2010.0"
"'dietary supplement', 'endurance training'","2.0","2010.0"
"'resistance training', 'weight lifting'","2.0","2010.0"
"'acupuncture'","2.0","2010.0"
"'catechin', 'endurance training', 'green tea', 'tea', 'epigallocatechin-3-gallate'","1.0","2010.0"
"'breathing exercises', 'endurance training', 'muscle stretching exercises', 'high-intensity interval training'","1.0","2010.0"
"'dietary supplement', 'phytotherapy', 'creatine', 'rhodiola rosea'","1.0","2010.0"
"'calcium', 'diet', 'dietary supplement', 'vitamin d'","1.0","2010.0"
"'beverages', 'dietary supplement', 'endurance training'","1.0","2010.0"
"'dietary supplement', 'sodium bicarbonate'","1.0","2010.0"
"'dietary carbohydrates', 'endurance training', 'diet', 'fasting', 'heart rate variability biofeedback'","1.0","2010.0"
"'vitamin c', 'dietary supplement', 'vitamin e', 'vitamins', 'antioxidant supplementation'","1.0","2010.0"
"'cryotherapy', 'aerobic exercise', 'physiotherapy'","1.0","2010.0"
"'fasting', 'food', 'endurance training'","1.0","2010.0"
"'manual therapy'","1.0","2010.0"
"'dietary carbohydrates', 'dietary supplement', 'creatine'","1.0","2010.0"
"'coffee', 'chewing gum'","1.0","2010.0"
"'beverages', 'endurance training', 'ice ingestion'","1.0","2010.0"
"'compression garments'","1.0","2010.0"
"'dance therapy', 'muscle stretching exercises'","1.0","2010.0"
"'electric stimulation therapy', 'resistance training'","1.0","2010.0"
"'beverages', 'dietary carbohydrates', 'wrestling', 'tea', 'flavonoids'","1.0","2010.0"
"'coffee', 'endurance training'","1.0","2010.0"
"'creatine'","1.0","2010.0"
"'exercise interventions'","1.0","2010.0"
"'exercise movement techniques', 'resistance training'","1.0","2010.0"
"'dietary carbohydrates', 'dietary supplement', 'diet', 'resistance training', 'food', 'amino acids'","1.0","2010.0"
"'dietary supplement', 'endurance training', 'rice', 'beta-alanine'","1.0","2010.0"
"'transcutaneous electric nerve stimulation', 'electric stimulation therapy'","1.0","2010.0"
"'counseling', 'health education', 'muscle stretching exercises'","1.0","2010.0"
"'manual therapy', 'massage', 'rice'","1.0","2010.0"
"'dietary supplement', 'diet', 'creatine', 'amino acids', 'branched-chain amino acids', 'sodium bicarbonate', 'beta-alanine', 'coffee'","1.0","2010.0"
"'endurance training', 'aerobic exercise', 'high-intensity interval training'","1.0","2010.0"
"'dietary supplement', 'endurance training', 'taurine'","1.0","2010.0"
"'dietary supplement', 'diet'","1.0","2010.0"
"'muscle stretching exercises', 'bandages'","1.0","2010.0"
"'adapted physical activity'","1.0","2010.0"
"'ehealth device', 'walking', 'virtual reality'","1.0","2010.0"
"'electric stimulation therapy', 'muscle stretching exercises', 'endurance training'","1.0","2010.0"
"'dietary supplement', 'bovine colostrum', 'lactoferrin'","1.0","2010.0"
"'resistance training', 'creatine'","1.0","2010.0"
"'probiotics', 'yogurt'","1.0","2010.0"
"'health education', 'occupational therapy', 'physiotherapy'","1.0","2010.0"
"'counseling', 'health education', 'muscle stretching exercises', 'physiotherapy', 'walking'","1.0","2010.0"
"'dietary carbohydrates', 'endurance training', 'diet', 'food'","1.0","2010.0"
"'physiotherapy', 'cryotherapy'","1.0","2010.0"
"'resistance training', 'resisted sled training'","1.0","2010.0"
"'fasting'","1.0","2010.0"
"'dietary carbohydrates', 'dietary fats', 'spirulina'","1.0","2010.0"
"'beverages', 'dietary carbohydrates', 'food'","1.0","2010.0"
"'melatonin', 'endurance training', 'creatine'","1.0","2010.0"
"'psychotherapy'","1.0","2010.0"
"'behavior therapy'","1.0","2010.0"
"'exergaming'","1.0","2010.0"
"'resistance training', 'endurance training', 'physiotherapy'","1.0","2010.0"
"'dietary supplement', 'resistance training', 'protein supplementation'","1.0","2010.0"
"'coffee', 'carnitine', 'dietary carbohydrates', 'taurine', 'vitamin b complex', 'vitamins'","1.0","2010.0"
"'amino acids', 'coffee', 'diet', 'dietary carbohydrates'","1.0","2010.0"
"'diet'","1.0","2010.0"
"'coffee'","1.0","2010.0"
"'food', 'dietary supplement', 'eicosapentaenoic acid', 'fatty acids, omega-3', 'vitamin a', 'vitamin e', 'fatty acids, unsaturated'","1.0","2010.0"
"'muscle stretching exercises', 'physiotherapy'","1.0","2010.0"
"'muscle stretching exercises', 'resistance training', 'weight lifting'","1.0","2010.0"
"'iron'","1.0","2010.0"
"'endurance training', 'probiotics'","1.0","2010.0"
"'diet', 'dietary carbohydrates', 'endurance training'","1.0","2010.0"
"'dietary supplement', 'food'","1.0","2010.0"
"'cryotherapy', 'cold-water immersion'","1.0","2010.0"
"'dietary carbohydrates', 'diet', 'fasting', 'food', 'amino acids'","1.0","2010.0"
"'muscle relaxation'","1.0","2010.0"
"'dietary supplement', 'endurance training', 'ecklonia cava'","1.0","2010.0"
