"out","nb_article","annee"
"'sport performance|physical performance|endurance performance', 'sport performance|physiological performance|specific environnement adaptations|exercise performance in hot and humid environments|carbohydrate availability'","1.0","2013.0"
"'sport performance|physical performance|physical characteristics'","1.0","2013.0"
"'sport performance|health|injuries +  illness prevention|physiologic disturbances|adverse event', 'health|injuries +  illness prevention|physiologic disturbances|adverse event|safety', 'sport performance|economical|cost-effectiveness'","1.0","2013.0"
"'sport performance|physical performance'","1.0","2013.0"
"'sport performance|physiological performance|homeostasis|blood glucose homeostasis|glucose levels', 'health|injuries +  illness prevention|physiologic disturbances|adverse event|adverse effect'","1.0","2013.0"
"'sport performance|physical performance|stability', 'sport performance|physical performance|stability performance|dynamic stability', 'sport performance|health|rehabilitation', 'sport performance|health|rehabilitation|functional rehabilitation|neuromuscular control'","1.0","2013.0"
"'physiological performance|specific environnement adaptations|altitude performance|altitude adaptations|training adaptations'","1.0","2013.0"
"'sport performance|health|injuries|knees injuries|anterior cruciate ligament injury', 'sport performance|health|rehabilitation'","1.0","2013.0"
"'sport performance|physiological performance|specific environnement adaptations|exercise performance in hot and humid environments|running time to exhaustion', 'sport performance|physical performance|endurance performance'","1.0","2013.0"
"'sport performance|health|injuries|lower limb injuries|quadriceps injury'","1.0","2013.0"
"'sport performance|mental performance|emotion management|stress management|stress', 'sport performance|health|injuries +  illness prevention|physiologic disturbances|oxidative stress', 'sport performance|performance recovery|faster recovery'","1.0","2013.0"
"'sport performance|physiological performance|heart rate', 'sport performance|performance recovery|physiological recovery|heart rate recovery', 'sport performance|physiological performance|heart rate|heart rate variability'","1.0","2013.0"
"'sport performance|economical'","1.0","2013.0"
"'sport performance|performance recovery|physical recovery|muscle recovery'","1.0","2013.0"
"'sport performance|physical performance|endurance performance', 'sport performance|physical performance|endurance performance|aerobic performance|vo2max'","1.0","2013.0"
"'sport performance|physiological performance|body composition', 'sport performance|physiological performance|body composition|body fat'","1.0","2013.0"
"'technical performance|skill performance|motor skill performance|gross motor skill performance|cycling performance', 'sport performance|physical performance|endurance performance'","1.0","2013.0"
"'sport performance|physical performance|strength performance'","1.0","2013.0"
"'sport performance|performance recovery|psychological recovery|perceptual recovery'","1.0","2013.0"
"'sport performance|performance recovery|physical recovery|overtraining', 'psychological illnesses|nervousness'","1.0","2013.0"
"'sport performance|physical performance|endurance performance|physical endurance', 'sport performance|health|rehabilitation|joint range of motion'","1.0","2013.0"
"'sport performance|physical performance|power performance|anaerobic power'","1.0","2013.0"
"'sport performance|physical performance|power performance|peak power output'","1.0","2013.0"
"'sport performance|health|cardiovascular health', 'sport performance|physical performance|endurance performance|aerobic performance|vo2max'","1.0","2013.0"
"'sport performance|health|organ system/region illnesses|cardiovascular illnesses|blackouts', 'health|injuries +  illness prevention|physiologic disturbances|adverse event|safety'","1.0","2013.0"
"'sport performance|physiological performance|bone health'","1.0","2013.0"
"'sport performance|physiological performance|cardiorespiratory performance|cardiorespiratory fitness', 'sport performance|health|rehabilitation'","1.0","2013.0"
"'sport performance|physical performance', 'sport performance|physical performance|power performance|muscle power'","1.0","2013.0"
"'sport performance|physiological performance|homeostasis|blood glucose homeostasis|blood glucose levels', 'sport performance|physiological performance|homeostasis', 'sport performance|physiological performance|homeostasis|blood glucose homeostasis|glucose levels'","1.0","2013.0"
"'sport performance|physiological performance|body composition|weight loss'","1.0","2013.0"
"'specific environnement adaptations|altitude performance|high-altitude illnesses|acute mountain sickness|fatigue', 'sport performance|health|organ system/region illnesses|neurological illnesses|muscle weakness', 'sport performance|health|rehabilitation', 'sport performance|health|injuries +  illness prevention|physiologic disturbances|adverse event', 'health|injuries +  illness prevention|physiologic disturbances|adverse event|adverse effect'","1.0","2013.0"
"'sport performance|physical performance|velocity|running velocity', 'sport performance|physical performance|velocity'","1.0","2013.0"
"'sport performance|health|injuries|spine injuries', 'health|injuries +  illness prevention|physiologic disturbances|adverse event|safety'","1.0","2013.0"
"'technical performance|skill performance|motor skill performance|gross motor skill performance|running performance', 'sport performance|physical performance|endurance performance|aerobic performance|vo2max'","1.0","2013.0"
"'skill performance|motor skill performance|gross motor skill performance|running performance|sprint performance', 'sport performance|physical performance|velocity|sprint velocity'","1.0","2013.0"
"'sport performance|physical performance|endurance performance', 'sport performance|physical performance|exercise performance'","1.0","2013.0"
"'technical performance|skill performance|motor skill performance|gross motor skill performance|jump performance', 'sport performance|physical performance|velocity', 'sport performance|physical performance|power performance|muscle power'","1.0","2013.0"
"'sport performance|technical performance|balance performance|proprioception'","1.0","2013.0"
"'sport performance|performance recovery|physical recovery|muscle recovery', 'specific environnement adaptations|altitude performance|high-altitude illnesses|acute mountain sickness|fatigue'","1.0","2013.0"
"'sport performance|physical performance', 'sport performance|physical performance|exercise performance', 'sport performance|performance recovery|physiological recovery|muscle damage'","1.0","2013.0"
"'skill performance|motor skill performance|gross motor skill performance|running performance|sprint time', 'skill performance|motor skill performance|gross motor skill performance|running performance|sprint performance'","1.0","2013.0"
"'sport performance|physiological performance|heart rate', 'sport performance|mental performance|emotion management|stress management|stress'","1.0","2013.0"
"'sport performance|physiological performance|body composition|weight loss', 'sport performance|physiological performance|cortisol exposure', 'sport performance|mental performance|emotion management|stress management|stress'","1.0","2013.0"
"'sport performance|physical performance|mobility performance|mobility', 'sport performance|health|rehabilitation', 'sport performance|health|injuries +  illness prevention|physiologic disturbances|adverse event'","1.0","2013.0"
"'skill performance|motor skill performance|gross motor skill performance|throwing performance|overhead throwing performance'","1.0","2013.0"
"'sport performance|physiological performance|homeostasis'","1.0","2013.0"
"'sport performance|physical performance|exercise performance', 'sport performance|physiological performance|specific environnement adaptations|exercise performance in hot and humid environments|plasma volume'","1.0","2013.0"
"'sport performance|health|reconditioning|restore performance functions|pulmonary functions'","1.0","2013.0"
"'sport performance|physiological performance|postactivation potentiation'","1.0","2013.0"
"'sport performance|technical performance|skill performance|balance skills|postural balance'","1.0","2013.0"
"'sport performance|technical performance|skill performance|balance skills|balance control'","1.0","2013.0"
"'sport performance|performance recovery|recovery parameters', 'specific environnement adaptations|altitude performance|high-altitude illnesses|acute mountain sickness|fatigue'","1.0","2013.0"
"'sport performance|mental performance|cognitive performance|cognitive function', 'mental performance|cognitive performance|executive function|attention skills|alertness'","1.0","2013.0"
"'technical performance|skill performance|motor skill performance|gross motor skill performance|jump performance', 'sport performance|health|rehabilitation'","1.0","2013.0"
"'sport performance|health|rehabilitation', 'sport performance|health|rehabilitation|injuries treatment|healing'","1.0","2013.0"
"'sport performance|physiological performance|specific environnement adaptations|exercise performance in hot and humid environments|physiological strain'","1.0","2013.0"
"'technical performance|skill performance|motor skill performance|gross motor skill performance|cycling performance', 'sport performance|health|injuries +  illness prevention|physiologic disturbances|dehydration'","1.0","2013.0"
"'technical performance|skill performance|motor skill performance|gross motor skill performance|running performance', 'skill performance|motor skill performance|gross motor skill performance|running performance|running economy', 'sport performance|mental performance|perceived exertion'","1.0","2013.0"
"'sport performance|performance recovery|psychological recovery|sleep', 'sport performance|performance recovery|psychological recovery|sleep|sleep quality'","1.0","2013.0"
"'sport performance|physiological performance|muscle metabolism|lactate levels', 'sport performance|physiological performance|specific environnement adaptations|altitude performance|inflammatory response', 'sport performance|mental performance|emotion management|stress management|stress', 'sport performance|health|injuries +  illness prevention|physiologic disturbances|oxidative stress'","1.0","2013.0"
"'sport performance|physiological performance|body composition|muscle mass'","1.0","2013.0"
"'sport performance|physical performance|endurance performance|aerobic performance|vo2max', 'sport performance|health|organ system/region illnesses|otological illnesses|ear pain'","1.0","2013.0"
"'sport performance|performance recovery|physiological recovery|muscle soreness', 'sport performance|performance recovery|physiological recovery|recovery of fluid balance', 'sport performance|physiological performance|body composition|muscle mass', 'sport performance|performance recovery|faster recovery'","1.0","2013.0"
"'sport performance|technical performance|balance performance|proprioception', 'sport performance|health|rehabilitation'","1.0","2013.0"
"'sport performance|health|injuries|hip injuries|groin injury', 'sport performance|health|injuries|lower limb injuries|hamstring injury', 'sport performance|health|injuries|neurological injuries|concussion'","1.0","2013.0"
"'sport performance|health|reconditioning'","1.0","2013.0"
"'sport performance|mental performance|resilience'","1.0","2013.0"
"'sport performance|health|injuries +  illness prevention|physiologic disturbances|oxidative stress'","1.0","2013.0"
"'sport performance|mental performance|self perception|self-esteem', 'sport performance|mental performance|perceived exertion'","1.0","2013.0"
"'skill performance|motor skill performance|gross motor skill performance|running performance|sprint performance', 'technical performance|skill performance|motor skill performance|gross motor skill performance|cycling performance'","1.0","2013.0"
"'sport performance|physical performance|strength performance', 'sport performance|physical performance|strength performance|muscle strength'","1.0","2013.0"
"'sport performance|physiological performance|body composition'","1.0","2013.0"
"'sport performance|physiological performance|bone health|bone turnover markers'","1.0","2013.0"
"'sport performance|physical performance|endurance performance|endurance capacity'","1.0","2013.0"
"'sport performance|physiological performance|heart rate', 'sport performance|mental performance|perceived exertion'","1.0","2013.0"
"'sport performance|health|organ system/region illnesses|neurological illnesses|muscle weakness'","1.0","2013.0"
"'sport performance|performance recovery|psychological recovery|sleep', 'sport performance|performance recovery|psychological recovery|sleep|sleep quality', 'physiological performance|specific environnement adaptations|altitude performance|high-altitude illnesses|sleep disorders'","1.0","2013.0"
"'sport performance|physical performance|exercise performance', 'specific environnement adaptations|altitude performance|high-altitude illnesses|acute mountain sickness|fatigue'","1.0","2013.0"
"'sport performance|physiological performance|bone health', 'sport performance|physiological performance|homeostasis', 'sport performance|physiological performance|homeostasis|phosphate homeostasis'","1.0","2013.0"
"'sport performance|physical performance|physical work capacity', 'sport performance|physiological performance|specific environnement adaptations|exercise performance in hot and humid environments|plasma volume', 'sport performance|physiological performance|homeostasis', 'sport performance|physiological performance|homeostasis|restore homeostasis'","1.0","2013.0"
"'sport performance|mental performance|cognitive performance'","1.0","2013.0"
"'sport performance|physiological performance|heart rate|heart rate variability', 'sport performance|health|injuries +  illness prevention|physiologic disturbances|menstrual dysfunction'","1.0","2013.0"
"'sport performance|mental performance|mental health|mental disorders|depression'","1.0","2013.0"
"'sport performance|health|rehabilitation'","14.0","2009.0"
"'sport performance|physical performance|endurance performance'","10.0","2009.0"
"'sport performance|physical performance'","5.0","2009.0"
"'sport performance|physical performance|exercise performance'","5.0","2009.0"
"'health|injuries +  illness prevention|physiologic disturbances|adverse event|safety'","4.0","2009.0"
"'sport performance|physiological performance|heart rate'","4.0","2009.0"
"'sport performance|physical performance|power performance|anaerobic power'","3.0","2009.0"
"'skill performance|motor skill performance|gross motor skill performance|running performance|running economy'","3.0","2009.0"
"'technical performance|skill performance|motor skill performance|gross motor skill performance|running performance'","3.0","2009.0"
"'skill performance|motor skill performance|gross motor skill performance|running performance|sprint performance'","3.0","2009.0"
"'sport performance|health|injuries|neurological injuries|concussion'","3.0","2009.0"
"'specific environnement adaptations|altitude performance|high-altitude illnesses|acute mountain sickness|fatigue'","3.0","2009.0"
"'sport performance|health|rehabilitation', 'health|injuries +  illness prevention|physiologic disturbances|adverse event|safety'","2.0","2009.0"
"'sport performance|health|rehabilitation|functional rehabilitation|neuromuscular control'","2.0","2009.0"
"'technical performance|skill performance|motor skill performance|gross motor skill performance|cycling performance'","2.0","2009.0"
"'sport performance|physical performance|strength performance|muscle strength'","2.0","2009.0"
"'sport performance|physiological performance|stroke volume'","2.0","2009.0"
"'sport performance|economical|cost-effectiveness'","2.0","2009.0"
"'sport performance|performance recovery|physiological recovery|muscle repair'","2.0","2009.0"
"'sport performance|physical performance|velocity', 'sport performance|health|rehabilitation|functional rehabilitation|neuromuscular control'","2.0","2009.0"
"'sport performance|physiological performance|body composition|muscle mass'","2.0","2009.0"
"'sport performance|health|injuries|foot and ankle injuries|ankle sprain', 'sport performance|health|rehabilitation'","1.0","2009.0"
"'sport performance|physiological performance|bone health|bone loss'","1.0","2009.0"
"'sport performance|health|organ system/region illnesses|cardiovascular illnesses|collapse', 'sport performance|health|rehabilitation'","1.0","2009.0"
"'sport performance|mental performance|cognitive performance|cognitive function'","1.0","2009.0"
"'sport performance|physical performance|power performance|anaerobic power', 'specific environnement adaptations|altitude performance|high-altitude illnesses|acute mountain sickness|fatigue'","1.0","2009.0"
"'sport performance|performance recovery|physical recovery|overtraining'","1.0","2009.0"
"'sport performance|physical performance|power performance|muscle power'","1.0","2009.0"
"'skill performance|motor skill performance|gross motor skill performance|jump performance|vertical jump performance'","1.0","2009.0"
"'sport performance|technical performance|coordination'","1.0","2009.0"
"'sport performance|physical performance|endurance performance|muscular endurance'","1.0","2009.0"
"'health|injuries +  illness prevention|physiologic disturbances|adverse event|adverse effect', 'health|injuries +  illness prevention|physiologic disturbances|adverse event|safety'","1.0","2009.0"
"'sport performance|health|musculoskeletal health', 'sport performance|health|rehabilitation'","1.0","2009.0"
"'sport performance|technical performance|balance performance|proprioception', 'sport performance|physical performance|stability performance|postural stability', 'sport performance|health|injuries|foot and ankle injuries|ankle sprain', 'sport performance|health|rehabilitation|functional rehabilitation|neuromuscular control'","1.0","2009.0"
"'sport performance|performance recovery|postexercise recovery'","1.0","2009.0"
"'sport performance|performance recovery|physical recovery|muscle recovery|recovery of muscle function', 'sport performance|physical performance|exercise performance'","1.0","2009.0"
"'sport performance|physiological performance|body composition|muscle mass', 'specific environnement adaptations|altitude performance|high-altitude illnesses|acute mountain sickness|fatigue', 'sport performance|physiological performance|homeostasis'","1.0","2009.0"
"'sport performance|mental performance|mental health|mental disorders|eating disorder'","1.0","2009.0"
"'skill performance|motor skill performance|gross motor skill performance|running performance|sprint performance', 'sport performance|physical performance|power performance|peak power output'","1.0","2009.0"
"'sport performance|physical performance', 'sport performance|physical performance|endurance performance|aerobic performance|vo2max'","1.0","2009.0"
"'health|injuries +  illness prevention|physiologic disturbances|oxidative stress|oxidative damage'","1.0","2009.0"
"'sport performance|physical performance|velocity'","1.0","2009.0"
"'sport performance|physiological performance|mitochondrial biogenesis'","1.0","2009.0"
"'sport performance|health|injuries|foot and ankle injuries|achilles tendon rupture', 'sport performance|health|rehabilitation'","1.0","2009.0"
"'sport performance|mental performance|emotion management|stress management|stress'","1.0","2009.0"
"'sport performance|physical performance|endurance performance|endurance capacity', 'sport performance|physiological performance|muscle metabolism|lactate levels'","1.0","2009.0"
"'sport performance|physical performance|power performance|peak power output'","1.0","2009.0"
"'sport performance|physiological performance|specific environnement adaptations|hydration', 'specific environnement adaptations|altitude performance|high-altitude illnesses|acute mountain sickness|fatigue'","1.0","2009.0"
"'sport performance|technical performance|skill performance|balance skills|balance control'","1.0","2009.0"
"'sport performance|mental performance|self perception|body image'","1.0","2009.0"
"'sport performance|physiological performance|body composition', 'skill performance|motor skill performance|gross motor skill performance|kicking performance|kicking speed', 'sport performance|technical performance|motor ability|jumping ability'","1.0","2009.0"
"'sport performance|mental performance|emotion management|positive affect'","1.0","2009.0"
"'sport performance|health|musculoskeletal health', 'health|injuries +  illness prevention|physiologic disturbances|adverse event|adverse effect'","1.0","2009.0"
"'sport performance|physical performance|strength performance|muscle strength', 'sport performance|physical performance|power performance|peak power output'","1.0","2009.0"
"'sport performance|technical performance|skill performance', 'sport performance|technical performance|skill performance|soccer skill performance'","1.0","2009.0"
"'sport performance|physiological performance|body composition'","1.0","2009.0"
"'sport performance|health|injuries|lower limb injuries|hamstring injury', 'sport performance|health|rehabilitation|functional rehabilitation|neuromuscular control'","1.0","2009.0"
"'sport performance|physical performance|endurance performance|endurance capacity'","1.0","2009.0"
"'sport performance|performance recovery|recovery parameters'","1.0","2009.0"
"'sport performance|economical'","1.0","2009.0"
"'sport performance|physiological performance|renal function', 'sport performance|physiological performance|specific environnement adaptations|hydration', 'specific environnement adaptations|exercise performance in hot and humid environments|physiological strain|thermal strain|thermoregulation', 'sport performance|health|rehabilitation', 'health|injuries +  illness prevention|physiologic disturbances|adverse event|adverse effect'","1.0","2009.0"
"'sport performance|physical performance', 'sport performance|physical performance|endurance performance', 'sport performance|physical performance|exercise performance'","1.0","2009.0"
"'sport performance|physical performance|exercise performance', 'sport performance|mental performance|emotion management|stress management|stress', 'sport performance|physiological performance|homeostasis'","1.0","2009.0"
"'technical performance|skill performance|motor skill performance|gross motor skill performance|swimming performance'","1.0","2009.0"
"'sport performance|physiological performance|heart rate', 'sport performance|physical performance|power performance|peak power output'","1.0","2009.0"
"'sport performance|health|injuries|foot and ankle injuries|ankle sprain', 'sport performance|health|rehabilitation', 'sport performance|health|rehabilitation|injuries treatment|healing'","1.0","2009.0"
"'sport performance|physical performance|endurance performance|aerobic performance|vo2max'","1.0","2009.0"
"'sport performance|physiological performance|physiological adaptations'","1.0","2009.0"
"'sport performance|physical performance|exercise performance', 'sport performance|physiological performance|homeostasis'","1.0","2009.0"
"'sport performance|physical performance|endurance performance', 'sport performance|physical performance|exercise performance', 'sport performance|physiological performance|muscle metabolism|lactate levels'","1.0","2009.0"
"'sport performance|physical performance|endurance performance|aerobic performance|maximum oxygen consumption'","1.0","2009.0"
"'sport performance|health|injuries|shoulder injuries|shoulder dislocation', 'sport performance|health|rehabilitation'","1.0","2009.0"
"'sport performance|health|injuries|knees injuries|anterior cruciate ligament injury'","1.0","2009.0"
"'sport performance|health|rehabilitation', 'sport performance|health|injuries +  illness prevention|biomechanical deficit'","1.0","2009.0"
"'sport performance|physiological performance|homeostasis|blood glucose homeostasis|glucose levels'","1.0","2009.0"
"'specific environnement adaptations|altitude performance|high-altitude illnesses|acute mountain sickness|fatigue', 'sport performance|health|injuries +  illness prevention|physiologic disturbances|dehydration', 'sport performance|physiological performance|homeostasis'","1.0","2009.0"
"'sport performance|physical performance|endurance performance', 'sport performance|physical performance|endurance performance|aerobic performance|vo2max'","1.0","2009.0"
"'sport performance|health|injuries|shoulder injuries'","1.0","2009.0"
"'sport performance|physiological performance|muscle metabolism|muscle phosphocreatine'","1.0","2009.0"
"'sport performance|physiological performance|inflammation'","1.0","2009.0"
"'sport performance|physical performance|endurance performance', 'sport performance|physical performance|endurance performance|anaerobic endurance performance|anaerobic performance'","1.0","2009.0"
"'sport performance|physical performance|stability performance|core stability', 'sport performance|health|rehabilitation'","1.0","2009.0"
"'sport performance|health|injuries|foot and ankle injuries', 'sport performance|health|rehabilitation'","1.0","2009.0"
"'sport performance|physiological performance|heart rate', 'sport performance|performance recovery|physiological recovery|heart rate recovery', 'sport performance|physical performance|power performance|peak power output'","1.0","2009.0"
"'sport performance|physiological performance|cardiorespiratory performance|cardiorespiratory fitness'","1.0","2009.0"
"'health|injuries +  illness prevention|physiologic disturbances|adverse event|adverse effect'","1.0","2009.0"
"'sport performance|performance recovery|physiological recovery|muscle soreness'","1.0","2009.0"
"'sport performance|performance recovery|physiological recovery|muscle damage'","1.0","2009.0"
"'sport performance|health|injuries +  illness prevention|physiologic disturbances|menstrual dysfunction'","1.0","2009.0"
"'specific environnement adaptations|altitude performance|high-altitude illnesses|acute mountain sickness|fatigue', 'sport performance|physiological performance|homeostasis|blood glucose homeostasis|glucose levels'","1.0","2009.0"
"'sport performance|physical performance|endurance performance', 'specific environnement adaptations|altitude performance|high-altitude illnesses|acute mountain sickness|fatigue'","1.0","2009.0"
"'sport performance|mental performance|emotion management|stress management|stress', 'sport performance|health|injuries +  illness prevention|physiologic disturbances|oxidative stress'","1.0","2009.0"
"'technical performance|skill performance|motor skill performance|gross motor skill performance|shooting accuracy'","1.0","2009.0"
"'sport performance|performance recovery|recovery ability'","1.0","2009.0"
"'sport performance|mental performance|mental health|mental disorders|depression', 'sport performance|health|rehabilitation'","1.0","2009.0"
"'sport performance|performance recovery|psychological recovery|perceived recovery', 'sport performance|physical performance'","1.0","2009.0"
"'sport performance|technical performance|balance performance|proprioception', 'sport performance|health|injuries|shoulder injuries', 'sport performance|health|rehabilitation', 'sport performance|health|rehabilitation|functional rehabilitation|neuromuscular control'","1.0","2009.0"
"'sport performance|physical performance|strength performance|muscle strength', 'sport performance|health|rehabilitation', 'sport performance|health|injuries +  illness prevention|physiologic disturbances|adverse event'","1.0","2009.0"
"'technical performance|skill performance|motor skill performance|gross motor skill performance|running performance', 'sport performance|physical performance', 'sport performance|physical performance|endurance performance', 'sport performance|physical performance|endurance performance|aerobic performance|vo2max'","1.0","2009.0"
"'sport performance|physiological performance|body composition|muscle mass', 'sport performance|health|injuries +  illness prevention|physiologic disturbances|gastrointestinal discomfort'","1.0","2009.0"
"'sport performance|physiological performance|heart rate', 'sport performance|physical performance|endurance performance', 'sport performance|physical performance|endurance performance|endurance capacity'","1.0","2009.0"
"'sport performance|technical performance|motor ability|jumping ability', 'sport performance|physical performance|endurance performance|anaerobic endurance performance|anaerobic performance'","1.0","2009.0"
"'sport performance|physiological performance|body composition|body fat'","1.0","2009.0"
"'sport performance|health|injuries|neurological injuries', 'sport performance|health|injuries|neurological injuries|concussion', 'sport performance|health|rehabilitation'","1.0","2009.0"
"'sport performance|physical performance|visual performance|visual acuity'","1.0","2009.0"
"'sport performance|physiological performance|cardiorespiratory performance|cardiorespiratory fitness', 'sport performance|physiological performance|specific environnement adaptations|exercise performance in hot and humid environments|glycogen storage'","1.0","2009.0"
"'sport performance|physical performance|endurance performance', 'sport performance|physical performance|endurance performance|endurance capacity'","1.0","2009.0"
"'sport performance|performance recovery'","1.0","2009.0"
"'sport performance|physiological performance|specific environnement adaptations|exercise performance in hot and humid environments|sweating', 'sport performance|physiological performance|specific environnement adaptations|exercise performance in hot and humid environments|fluid balance', 'sport performance|physiological performance|specific environnement adaptations|exercise performance in hot and humid environments|plasma volume'","1.0","2009.0"
"'sport performance|performance recovery|recovery benefits', 'sport performance|performance recovery|physiological recovery|muscle soreness'","1.0","2009.0"
"'sport performance|physiological performance|heart rate', 'sport performance|physiological performance|heart rate|heart rate variability', 'sport performance|physiological performance|arterial stiffness'","1.0","2009.0"
"'sport performance|mental performance|cognitive performance'","1.0","2009.0"
"'sport performance|physical performance|strength performance|muscle strength', 'specific environnement adaptations|altitude performance|high-altitude illnesses|acute mountain sickness|fatigue', 'sport performance|health|rehabilitation'","1.0","2009.0"
"'sport performance|physical performance|endurance performance|muscular endurance', 'health|injuries +  illness prevention|physiologic disturbances|adverse event|safety'","1.0","2009.0"
"'sport performance|physiological performance|specific environnement adaptations|exercise performance in hot and humid environments|rehydration', 'sport performance|health|injuries +  illness prevention|physiologic disturbances|dehydration'","1.0","2009.0"
"'sport performance|health|injuries|lower limb injuries', 'sport performance|health|rehabilitation'","1.0","2009.0"
"'sport performance|health|rehabilitation'","15.0","2006.0"
"'specific environnement adaptations|altitude performance|high-altitude illnesses|acute mountain sickness|fatigue'","6.0","2006.0"
"'health|injuries +  illness prevention|physiologic disturbances|adverse event|safety'","6.0","2006.0"
"'sport performance|physical performance|exercise performance'","5.0","2006.0"
"'sport performance|health|injuries|knees injuries|anterior cruciate ligament injury'","4.0","2006.0"
"'sport performance|physical performance|endurance performance'","4.0","2006.0"
"'sport performance|mental performance|emotion management|stress management|stress'","3.0","2006.0"
"'technical performance|skill performance|motor skill performance|gross motor skill performance|running performance'","2.0","2006.0"
"'sport performance|health|injuries|foot and ankle injuries|ankle sprain'","2.0","2006.0"
"'sport performance|physical performance|endurance performance|endurance capacity'","2.0","2006.0"
"'technical performance|skill performance|motor skill performance|gross motor skill performance|cycling performance'","2.0","2006.0"
"'sport performance|physiological performance|heart rate'","2.0","2006.0"
"'health|injuries +  illness prevention|physiologic disturbances|adverse event|adverse effect'","2.0","2006.0"
"'sport performance|health|rehabilitation|injuries treatment|healing'","2.0","2006.0"
"'sport performance|physical performance|endurance performance|aerobic performance|vo2max'","2.0","2006.0"
"'sport performance|mental performance|cognitive performance|cognitive function'","2.0","2006.0"
"'sport performance|physical performance|endurance performance|aerobic performance'","2.0","2006.0"
"'sport performance|physical performance|endurance performance|aerobic performance', 'sport performance|physiological performance|specific environnement adaptations|altitude performance|erythropoiesis'","2.0","2006.0"
"'sport performance|physical performance'","2.0","2006.0"
"'sport performance|mental performance|emotion management|stress management|stress', 'sport performance|health|injuries +  illness prevention|physiologic disturbances|oxidative stress'","2.0","2006.0"
"'sport performance|physiological performance|bone health|bone metabolism'","2.0","2006.0"
"'sport performance|health|rehabilitation|reflex control|reflex'","2.0","2006.0"
"'sport performance|mental performance|emotion management|mood', 'sport performance|performance recovery|physiological recovery|muscle damage', 'sport performance|health|rehabilitation'","1.0","2006.0"
"'sport performance|physiological performance|heart rate', 'sport performance|mental performance|cognitive performance', 'mental performance|cognitive performance|executive function|attention skills|alertness'","1.0","2006.0"
"'sport performance|health|injuries +  illness prevention|physiologic disturbances|gastrointestinal discomfort'","1.0","2006.0"
"'sport performance|health|injuries|hip injuries', 'sport performance|health|rehabilitation', 'sport performance|health|rehabilitation|injuries treatment|healing', 'sport performance|health|rehabilitation|functional rehabilitation|neuromuscular control'","1.0","2006.0"
"'sport performance|physiological performance|heart rate', 'sport performance|physical performance|velocity'","1.0","2006.0"
"'sport performance|physical performance|exercise performance', 'sport performance|mental performance|emotion management|stress management|stress', 'sport performance|health|injuries +  illness prevention|physiologic disturbances|oxidative stress'","1.0","2006.0"
"'sport performance|physiological performance|stroke volume'","1.0","2006.0"
"'sport performance|health|rehabilitation|endurance development|cardiovascular endurance'","1.0","2006.0"
"'sport performance|physiological performance|cardiorespiratory performance|cardiorespiratory fitness', 'sport performance|physical performance|endurance performance|aerobic performance|vo2max'","1.0","2006.0"
"'sport performance|physiological performance|specific environnement adaptations|exercise performance in hot and humid environments|plasma volume'","1.0","2006.0"
"'sport performance|physiological performance|cardiorespiratory performance|cardiorespiratory fitness'","1.0","2006.0"
"'sport performance|health|injuries|foot and ankle injuries|plantar fasciitis'","1.0","2006.0"
"'sport performance|health|organ system/region illnesses|gastrointestinal illnesses|weight gain'","1.0","2006.0"
"'sport performance|health|injuries|foot and ankle injuries|ankle sprain', 'sport performance|health|rehabilitation|functional rehabilitation|neuromuscular control'","1.0","2006.0"
"'sport performance|physiological performance|fatty acid oxidation'","1.0","2006.0"
"'sport performance|physiological performance|heart rate|heart rate variability'","1.0","2006.0"
"'sport performance|physical performance|visual performance|pattern recognition'","1.0","2006.0"
"'sport performance|physiological performance|body composition', 'sport performance|health|rehabilitation|endurance development', 'sport performance|physical performance|endurance performance'","1.0","2006.0"
"'sport performance|physical performance|endurance performance|aerobic performance', 'sport performance|physical performance|endurance performance|muscular endurance'","1.0","2006.0"
"'skill performance|motor skill performance|gross motor skill performance|running performance|running economy', 'sport performance|physiological performance|specific environnement adaptations|exercise performance in hot and humid environments|physiological strain'","1.0","2006.0"
"'sport performance|physical performance|endurance performance', 'sport performance|physical performance|power performance|muscle power', 'sport performance|physiological performance|joint pain'","1.0","2006.0"
"'sport performance|physical performance|velocity'","1.0","2006.0"
"'sport performance|physiological performance|mitochondrial biogenesis'","1.0","2006.0"
"'sport performance|physical performance|endurance performance', 'sport performance|mental performance|emotion management|stress management|stress'","1.0","2006.0"
"'skill performance|motor skill performance|gross motor skill performance|running performance|sprint time', 'sport performance|technical performance|agility'","1.0","2006.0"
"'sport performance|health|organ system/region illnesses|cardiovascular illnesses|chest pain'","1.0","2006.0"
"'sport performance|physiological performance|specific environnement adaptations|exercise performance in hot and humid environments|lactate threshold'","1.0","2006.0"
"'sport performance|physical performance|power performance|peak power output'","1.0","2006.0"
"'sport performance|health|injuries|foot and ankle injuries'","1.0","2006.0"
"'sport performance|physiological performance|body composition', 'sport performance|physical performance|strength performance|muscle hypertrophy|skeletal muscle hypertrophy'","1.0","2006.0"
"'specific environnement adaptations|exercise performance in hot and humid environments|physiological strain|thermal strain|core body temperature', 'sport performance|health|injuries +  illness prevention|physiologic disturbances|gastrointestinal discomfort'","1.0","2006.0"
"'specific environnement adaptations|altitude performance|high-altitude illnesses|acute mountain sickness|nausea'","1.0","2006.0"
"'sport performance|physical performance|strength performance|muscle strength', 'sport performance|health|rehabilitation'","1.0","2006.0"
